Date;Calendrier Zone A;Calendrier Zone B;Calendrier Zone C;Nom de la période;timestamp_unix
2000-01-08;Hors Vacances;Hors Vacances;Hors Vacances;;947289600
2000-01-09;Hors Vacances;Hors Vacances;Hors Vacances;;947376000
2000-01-16;Hors Vacances;Hors Vacances;Hors Vacances;;947980800
2000-02-05;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;949708800
2000-02-16;Hors Vacances;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;950659200
2000-04-01;Hors Vacances;Hors Vacances;Vacances de printemps;Vacances de printemps;954547200
2000-04-16;Vacances de printemps;Vacances de printemps;Vacances de printemps;Vacances de printemps;955843200
2000-04-19;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;956102400
2000-05-07;Hors Vacances;Hors Vacances;Hors Vacances;;957657600
2000-06-03;Hors Vacances;Hors Vacances;Hors Vacances;;959990400
2000-06-21;Hors Vacances;Hors Vacances;Hors Vacances;;961545600
2000-06-25;Hors Vacances;Hors Vacances;Hors Vacances;;961891200
2000-06-27;Hors Vacances;Hors Vacances;Hors Vacances;;962064000
2000-07-23;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;964310400
2000-08-17;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;966470400
2000-11-02;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;973123200
2000-12-06;Hors Vacances;Hors Vacances;Hors Vacances;;976060800
2000-12-23;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;977529600
2000-12-25;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;977702400
2000-12-31;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;978220800
2001-01-18;Hors Vacances;Hors Vacances;Hors Vacances;;979776000
2001-05-23;Hors Vacances;Hors Vacances;Hors Vacances;;990576000
2001-07-07;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;994464000
2001-07-11;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;994809600
2001-07-19;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;995500800
2001-08-30;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;999129600
2001-12-26;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1009324800
2002-01-08;Hors Vacances;Hors Vacances;Hors Vacances;;1010448000
2002-01-12;Hors Vacances;Hors Vacances;Hors Vacances;;1010793600
2002-01-29;Hors Vacances;Hors Vacances;Hors Vacances;;1012262400
2002-02-05;Hors Vacances;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1012867200
2002-02-15;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1013731200
2002-02-27;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1014768000
2002-04-11;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1018483200
2002-05-12;Hors Vacances;Hors Vacances;Hors Vacances;;1021161600
2002-05-14;Hors Vacances;Hors Vacances;Hors Vacances;;1021334400
2002-05-28;Hors Vacances;Hors Vacances;Hors Vacances;;1022544000
2002-06-12;Hors Vacances;Hors Vacances;Hors Vacances;;1023840000
2002-07-06;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1025913600
2002-07-24;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1027468800
2002-08-21;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1029888000
2002-09-28;Hors Vacances;Hors Vacances;Hors Vacances;;1033171200
2002-09-30;Hors Vacances;Hors Vacances;Hors Vacances;;1033344000
2002-10-16;Hors Vacances;Hors Vacances;Hors Vacances;;1034726400
2002-10-19;Hors Vacances;Hors Vacances;Hors Vacances;;1034985600
2002-12-24;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1040688000
2003-02-27;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1046304000
2003-04-13;Hors Vacances;Vacances de printemps;Vacances de printemps;Vacances de printemps;1050192000
2003-05-27;Hors Vacances;Hors Vacances;Hors Vacances;;1053993600
2003-09-05;Hors Vacances;Hors Vacances;Hors Vacances;;1062720000
2003-09-11;Hors Vacances;Hors Vacances;Hors Vacances;;1063238400
2003-09-12;Hors Vacances;Hors Vacances;Hors Vacances;;1063324800
2003-09-16;Hors Vacances;Hors Vacances;Hors Vacances;;1063670400
2003-11-24;Hors Vacances;Hors Vacances;Hors Vacances;;1069632000
2003-12-12;Hors Vacances;Hors Vacances;Hors Vacances;;1071187200
2004-03-14;Hors Vacances;Hors Vacances;Hors Vacances;;1079222400
2004-03-26;Hors Vacances;Hors Vacances;Hors Vacances;;1080259200
2004-04-12;Vacances de printemps;Hors Vacances;Vacances de printemps;Vacances de printemps;1081728000
2004-05-10;Hors Vacances;Hors Vacances;Hors Vacances;;1084147200
2004-05-14;Hors Vacances;Hors Vacances;Hors Vacances;;1084492800
2004-05-22;Hors Vacances;Hors Vacances;Hors Vacances;;1085184000
2004-06-09;Hors Vacances;Hors Vacances;Hors Vacances;;1086739200
2004-07-09;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1089331200
2004-07-28;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1090972800
2004-08-03;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1091491200
2004-10-23;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1098489600
2004-11-14;Hors Vacances;Hors Vacances;Hors Vacances;;1100390400
2004-12-08;Hors Vacances;Hors Vacances;Hors Vacances;;1102464000
2005-01-02;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1104624000
2005-01-10;Hors Vacances;Hors Vacances;Hors Vacances;;1105315200
2005-01-24;Hors Vacances;Hors Vacances;Hors Vacances;;1106524800
2005-04-10;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;1113091200
2005-05-06;Hors Vacances;Hors Vacances;Vacances de printemps;Vacances de printemps;1115337600
2005-05-12;Hors Vacances;Hors Vacances;Hors Vacances;;1115856000
2005-05-22;Hors Vacances;Hors Vacances;Hors Vacances;;1116720000
2005-07-15;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1121385600
2005-08-04;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1123113600
2005-09-23;Hors Vacances;Hors Vacances;Hors Vacances;;1127433600
2005-11-01;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1130803200
2005-11-04;Hors Vacances;Hors Vacances;Hors Vacances;;1131062400
2005-11-13;Hors Vacances;Hors Vacances;Hors Vacances;;1131840000
2005-11-18;Hors Vacances;Hors Vacances;Hors Vacances;;1132272000
2005-12-20;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1135036800
2006-01-02;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1136160000
2006-01-14;Hors Vacances;Hors Vacances;Hors Vacances;;1137196800
2006-01-30;Hors Vacances;Hors Vacances;Hors Vacances;;1138579200
2006-03-24;Hors Vacances;Hors Vacances;Hors Vacances;;1143158400
2006-04-27;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1146096000
2006-06-25;Hors Vacances;Hors Vacances;Hors Vacances;;1151193600
2006-07-31;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1154304000
2006-08-01;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1154390400
2006-08-02;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1154476800
2006-09-28;Hors Vacances;Hors Vacances;Hors Vacances;;1159401600
2006-12-01;Hors Vacances;Hors Vacances;Hors Vacances;;1164931200
2006-12-10;Hors Vacances;Hors Vacances;Hors Vacances;;1165708800
2007-01-30;Hors Vacances;Hors Vacances;Hors Vacances;;1170115200
2007-02-17;Vacances d'hiver;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1171670400
2007-05-04;Hors Vacances;Hors Vacances;Hors Vacances;;1178236800
2007-06-16;Hors Vacances;Hors Vacances;Hors Vacances;;1181952000
2007-07-01;Hors Vacances;Hors Vacances;Hors Vacances;;1183248000
2007-07-04;Hors Vacances;Hors Vacances;Hors Vacances;;1183507200
2007-09-04;Hors Vacances;Hors Vacances;Hors Vacances;;1188864000
2007-10-15;Hors Vacances;Hors Vacances;Hors Vacances;;1192406400
2008-02-19;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1203379200
2008-04-27;Vacances de printemps;Hors Vacances;Vacances de printemps;Vacances de printemps;1209254400
2008-06-02;Hors Vacances;Hors Vacances;Hors Vacances;;1212364800
2008-06-17;Hors Vacances;Hors Vacances;Hors Vacances;;1213660800
2008-07-08;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1215475200
2008-07-21;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1216598400
2008-08-29;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1219968000
2008-09-15;Hors Vacances;Hors Vacances;Hors Vacances;;1221436800
2008-11-15;Hors Vacances;Hors Vacances;Hors Vacances;;1226707200
2008-12-09;Hors Vacances;Hors Vacances;Hors Vacances;;1228780800
2009-03-01;Hors Vacances;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;1235865600
2009-04-14;Vacances de printemps;Hors Vacances;Vacances de printemps;Vacances de printemps;1239667200
2009-05-11;Hors Vacances;Hors Vacances;Hors Vacances;;1242000000
2009-07-29;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1248825600
2009-08-19;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1250640000
2009-08-23;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1250985600
2009-09-26;Hors Vacances;Hors Vacances;Hors Vacances;;1253923200
2009-10-14;Hors Vacances;Hors Vacances;Hors Vacances;;1255478400
2009-11-10;Hors Vacances;Hors Vacances;Hors Vacances;;1257811200
2009-11-30;Hors Vacances;Hors Vacances;Hors Vacances;;1259539200
2010-01-11;Hors Vacances;Hors Vacances;Hors Vacances;;1263168000
2010-01-19;Hors Vacances;Hors Vacances;Hors Vacances;;1263859200
2010-01-23;Hors Vacances;Hors Vacances;Hors Vacances;;1264204800
2010-03-04;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1267660800
2010-03-22;Hors Vacances;Hors Vacances;Hors Vacances;;1269216000
2010-04-04;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;1270339200
2010-04-16;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1271376000
2010-05-07;Hors Vacances;Hors Vacances;Hors Vacances;;1273190400
2010-05-14;Hors Vacances;Hors Vacances;Hors Vacances;;1273795200
2010-06-07;Hors Vacances;Hors Vacances;Hors Vacances;;1275868800
2010-07-10;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1278720000
2010-07-20;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1279584000
2010-08-01;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1280620800
2010-08-15;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1281830400
2010-09-15;Hors Vacances;Hors Vacances;Hors Vacances;;1284508800
2010-10-08;Hors Vacances;Hors Vacances;Hors Vacances;;1286496000
2010-10-11;Hors Vacances;Hors Vacances;Hors Vacances;;1286755200
2010-11-29;Hors Vacances;Hors Vacances;Hors Vacances;;1290988800
2011-01-03;Hors Vacances;Hors Vacances;Hors Vacances;;1294012800
2011-02-06;Hors Vacances;Hors Vacances;Hors Vacances;;1296950400
2011-03-17;Hors Vacances;Hors Vacances;Hors Vacances;;1300320000
2011-08-29;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1314576000
2011-09-05;Hors Vacances;Hors Vacances;Hors Vacances;;1315180800
2011-10-15;Hors Vacances;Hors Vacances;Hors Vacances;;1318636800
2011-11-09;Hors Vacances;Hors Vacances;Hors Vacances;;1320796800
2011-11-15;Hors Vacances;Hors Vacances;Hors Vacances;;1321315200
2011-12-11;Hors Vacances;Hors Vacances;Hors Vacances;;1323561600
2012-02-29;Hors Vacances;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;1330473600
2012-05-13;Hors Vacances;Hors Vacances;Hors Vacances;;1336867200
2012-06-02;Hors Vacances;Hors Vacances;Hors Vacances;;1338595200
2012-07-06;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1341532800
2012-07-15;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1342310400
2012-07-22;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1342915200
2012-10-18;Hors Vacances;Hors Vacances;Hors Vacances;;1350518400
2012-11-05;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1352073600
2012-11-25;Hors Vacances;Hors Vacances;Hors Vacances;;1353801600
2012-11-28;Hors Vacances;Hors Vacances;Hors Vacances;;1354060800
2012-12-06;Hors Vacances;Hors Vacances;Hors Vacances;;1354752000
2012-12-13;Hors Vacances;Hors Vacances;Hors Vacances;;1355356800
2013-01-30;Hors Vacances;Hors Vacances;Hors Vacances;;1359504000
2013-02-27;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1361923200
2013-04-03;Hors Vacances;Hors Vacances;Hors Vacances;;1364947200
2013-04-22;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;1366588800
2013-06-30;Hors Vacances;Hors Vacances;Hors Vacances;;1372550400
2013-08-09;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1376006400
2013-08-15;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1376524800
2013-09-07;Hors Vacances;Hors Vacances;Hors Vacances;;1378512000
2013-10-29;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1383004800
2013-11-13;Hors Vacances;Hors Vacances;Hors Vacances;;1384300800
2013-12-17;Hors Vacances;Hors Vacances;Hors Vacances;;1387238400
2014-02-20;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;1392854400
2014-03-03;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;1393804800
2014-05-12;Hors Vacances;Hors Vacances;Hors Vacances;;1399852800
2014-05-17;Hors Vacances;Hors Vacances;Hors Vacances;;1400284800
2014-06-19;Hors Vacances;Hors Vacances;Hors Vacances;;1403136000
2014-07-03;Hors Vacances;Hors Vacances;Hors Vacances;;1404345600
2014-08-30;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1409356800
2014-09-12;Hors Vacances;Hors Vacances;Hors Vacances;;1410480000
2014-10-10;Hors Vacances;Hors Vacances;Hors Vacances;;1412899200
2014-10-11;Hors Vacances;Hors Vacances;Hors Vacances;;1412985600
2014-10-21;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;1413849600
2014-11-08;Hors Vacances;Hors Vacances;Hors Vacances;;1415404800
2014-11-16;Hors Vacances;Hors Vacances;Hors Vacances;;1416096000
2014-12-27;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;1419638400
2015-01-08;Hors Vacances;Hors Vacances;Hors Vacances;;1420675200
2015-01-17;Hors Vacances;Hors Vacances;Hors Vacances;;1421452800
2015-01-20;Hors Vacances;Hors Vacances;Hors Vacances;;1421712000
2015-04-26;Vacances de printemps;Vacances de printemps;Vacances de printemps;Vacances de printemps;1430006400
2015-06-03;Hors Vacances;Hors Vacances;Hors Vacances;;1433289600
2015-07-08;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1436313600
2015-07-09;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1436400000
2015-07-13;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1436745600
2015-08-15;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1439596800
2015-08-16;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1439683200
2015-08-17;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;1439769600
2015-12-17;Hors Vacances;Hors Vacances;Hors Vacances;;1450310400
1990-01-02;Hors Vacances;Hors Vacances;Hors Vacances;;631238400
1990-01-15;Hors Vacances;Hors Vacances;Hors Vacances;;632361600
1990-01-21;Hors Vacances;Hors Vacances;Hors Vacances;;632880000
1990-02-21;Hors Vacances;Hors Vacances;Hors Vacances;;635558400
1990-04-21;Hors Vacances;Hors Vacances;Hors Vacances;;640656000
1990-05-03;Hors Vacances;Hors Vacances;Hors Vacances;;641692800
1990-06-20;Hors Vacances;Hors Vacances;Hors Vacances;;645840000
1990-07-10;Hors Vacances;Hors Vacances;Hors Vacances;;647568000
1990-07-25;Hors Vacances;Hors Vacances;Hors Vacances;;648864000
1990-08-18;Hors Vacances;Hors Vacances;Hors Vacances;;650937600
1990-08-28;Hors Vacances;Hors Vacances;Hors Vacances;;651801600
1990-10-03;Hors Vacances;Hors Vacances;Hors Vacances;;654912000
1990-11-04;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;657676800
1990-11-24;Hors Vacances;Hors Vacances;Hors Vacances;;659404800
1990-12-06;Hors Vacances;Hors Vacances;Hors Vacances;;660441600
1990-12-08;Hors Vacances;Hors Vacances;Hors Vacances;;660614400
1991-01-02;Vacances de Noël;Vacances de Noël;Vacances de Noël;Vacances de Noël;662774400
1991-01-31;Hors Vacances;Hors Vacances;Hors Vacances;;665280000
1991-05-06;Hors Vacances;Vacances de printemps;Hors Vacances;Vacances de printemps;673488000
1991-06-22;Hors Vacances;Hors Vacances;Hors Vacances;;677548800
1991-06-25;Hors Vacances;Hors Vacances;Hors Vacances;;677808000
1991-08-20;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;682646400
1991-09-18;Hors Vacances;Hors Vacances;Hors Vacances;;685152000
1991-10-01;Hors Vacances;Hors Vacances;Hors Vacances;;686275200
1991-10-05;Hors Vacances;Hors Vacances;Hors Vacances;;686620800
1991-10-14;Hors Vacances;Hors Vacances;Hors Vacances;;687398400
1992-01-20;Hors Vacances;Hors Vacances;Hors Vacances;;695865600
1992-02-03;Hors Vacances;Hors Vacances;Hors Vacances;;697075200
1992-03-02;Hors Vacances;Vacances d'hiver;Vacances d'hiver;Vacances d'hiver;699494400
1992-03-09;Hors Vacances;Hors Vacances;Vacances d'hiver;Vacances d'hiver;700099200
1992-03-24;Hors Vacances;Hors Vacances;Hors Vacances;;701395200
1992-04-07;Hors Vacances;Hors Vacances;Hors Vacances;;702604800
1992-07-02;Hors Vacances;Hors Vacances;Hors Vacances;;710035200
1992-08-05;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;712972800
1992-08-30;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;715132800
1992-09-11;Hors Vacances;Hors Vacances;Hors Vacances;;716169600
1992-10-05;Hors Vacances;Hors Vacances;Hors Vacances;;718243200
1992-10-21;Hors Vacances;Hors Vacances;Hors Vacances;;719625600
1992-10-26;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;720057600
1992-11-01;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;Vacances de la Toussaint;720576000
1992-12-17;Hors Vacances;Hors Vacances;Hors Vacances;;724550400
1993-01-29;Hors Vacances;Hors Vacances;Hors Vacances;;728265600
1993-02-12;Hors Vacances;Hors Vacances;Hors Vacances;;729475200
1993-03-03;Vacances d'hiver;Vacances d'hiver;Hors Vacances;Vacances d'hiver;731116800
1993-03-19;Hors Vacances;Hors Vacances;Hors Vacances;;732499200
1993-04-06;Hors Vacances;Hors Vacances;Hors Vacances;;734054400
1993-05-02;Vacances de printemps;Vacances de printemps;Hors Vacances;Vacances de printemps;736300800
1993-06-02;Hors Vacances;Hors Vacances;Hors Vacances;;738979200
1993-06-17;Hors Vacances;Hors Vacances;Hors Vacances;;740275200
1993-06-23;Hors Vacances;Hors Vacances;Hors Vacances;;740793600
1993-07-31;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;744076800
1993-08-15;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;745372800
1993-09-25;Hors Vacances;Hors Vacances;Hors Vacances;;748915200
1993-10-19;Hors Vacances;Hors Vacances;Hors Vacances;;750988800
1993-11-11;Hors Vacances;Hors Vacances;Hors Vacances;;752976000
1994-01-14;Hors Vacances;Hors Vacances;Hors Vacances;;758505600
1994-02-06;Hors Vacances;Hors Vacances;Hors Vacances;;760492800
1994-03-08;Vacances d'hiver;Hors Vacances;Hors Vacances;Vacances d'hiver;763084800
1994-05-11;Hors Vacances;Hors Vacances;Hors Vacances;;768614400
1994-06-14;Hors Vacances;Hors Vacances;Hors Vacances;;771552000
1994-07-14;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;774144000
1994-08-05;Vacances d'été;Vacances d'été;Vacances d'été;Vacances d'été;776044800
