destination_name,departure_status,real_arrival,real_departure,ArRTown,temperature_2m,precipitation,rain,snowfall,wind_speed_10m,wind_gusts_10m,visibility,is_day,Date,day_of_week,day_type,is_bank_holiday,is_holiday,saturday,sunday,is_weekend,is_weekend_or_bank_holiday,pourc_validations
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 11:46:10,2024-11-03 11:46:10,Paris 9e,10.95,0.0,0.0,0.0,8.4,19.08,23240.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,4.45
Nation,onTime,2024-11-03 11:46:45,2024-11-03 11:46:45,Paris 9e,10.95,0.0,0.0,0.0,8.4,19.08,23240.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,4.45
Nation,onTime,2024-11-03 12:31:22,2024-11-03 12:31:22,Paris 9e,11.1,0.0,0.0,0.0,7.9,18.36,25180.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,5.76
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 12:31:52,2024-11-03 12:31:52,Paris 9e,11.1,0.0,0.0,0.0,7.9,18.36,25180.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,5.76
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 12:37:12,2024-11-03 12:37:12,Paris 9e,11.1,0.0,0.0,0.0,7.9,18.36,25180.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,5.76
Nation,onTime,2024-11-03 12:37:52,2024-11-03 12:37:52,Paris 9e,11.15,0.0,0.0,0.0,7.9,17.64,26880.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,5.76
Nation,onTime,2024-11-03 12:42:52,2024-11-03 12:42:52,Paris 9e,11.15,0.0,0.0,0.0,7.9,17.64,26880.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,5.76
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 12:44:02,2024-11-03 12:44:02,Paris 9e,11.15,0.0,0.0,0.0,7.9,17.64,26880.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,5.76
Porte Dauphine (Maréchal de Lattre de Tassigny),onTime,2024-11-03 12:48:55,2024-11-03 12:48:55,Paris 9e,11.15,0.0,0.0,0.0,7.9,17.64,26880.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,5.76
Nation,onTime,2024-11-03 12:49:01,2024-11-03 12:49:01,Paris 9e,11.15,0.0,0.0,0.0,7.9,17.64,26880.0,True,2024-11-03,6,DIJFP,0,1,0,1,1,1,5.76
